idx,side,x,y,z
25,r,0.7979838252067566,-0.2625051438808441,0.10000000149011612
25,l,0.5174686312675476,0.2115561068058014,0.10000000149011612
26,r,0.7413125038146973,-0.13721129298210144,0.10000000149011612
26,l,0.5747718811035156,0.06326794624328613,0.10000000149011612
27,r,0.7320471405982971,-0.19141407310962677,0.10000000149011612
27,l,0.6004725694656372,0.051987215876579285,0.10000000149011612
28,r,0.5897860527038574,-0.17818570137023926,0.10000000149011612
28,l,0.4039810597896576,0.0979023352265358,0.10000000149011612
29,r,0.7348414659500122,-0.2781520485877991,0.10000000149011612
29,l,0.4928164482116699,0.19981519877910614,0.10000000149011612
30,r,0.661855936050415,-0.29276636242866516,0.10999999940395355
30,l,0.6105614304542542,0.03690598905086517,0.10000000149011612
31,r,0.7761332988739014,-0.1867518126964569,0.10000000149011612
31,l,0.45804452896118164,-0.002655334770679474,0.11499999463558197
32,r,0.7961003184318542,-0.16805565357208252,0.10000000149011612
32,l,0.48381027579307556,0.14922936260700226,0.11499999463558197
33,r,0.7929007411003113,-0.13282987475395203,0.10000000149011612
33,l,0.4201935827732086,0.013790890574455261,0.11499999463558197
34,r,0.7255429625511169,-0.31779271364212036,0.10000000149011612
34,l,0.5592404007911682,-0.023785218596458435,0.10000000149011612
35,r,0.7116960883140564,-0.15394514799118042,0.10000000149011612
35,l,0.45382460951805115,0.14592301845550537,0.10000000149011612
36,r,0.6580958962440491,-0.14084206521511078,0.10000000149011612
36,l,0.6038135886192322,0.13282708823680878,0.10000000149011612
37,r,0.6024819612503052,-0.23174820840358734,0.10000000149011612
37,l,0.45855748653411865,0.20852252840995789,0.10000000149011612
38,r,0.7940911650657654,-0.16852673888206482,0.10999999940395355
38,l,0.5206328630447388,0.11345693469047546,0.10000000149011612
39,r,0.6268582940101624,-0.14661149680614471,0.10000000149011612
39,l,0.4058358073234558,0.1299133449792862,0.10000000149011612
40,r,0.8057100772857666,-0.09105714410543442,0.10999999940395355
40,l,0.4888380765914917,-0.021290414035320282,0.11499999463558197
41,r,0.6827641725540161,-0.08800284564495087,0.10999999940395355
41,l,0.604722261428833,0.04566773399710655,0.10000000149011612
42,r,0.7842727899551392,-0.24393871426582336,0.10000000149011612
42,l,0.5336322784423828,0.19967713952064514,0.1020471453666687
43,r,0.7168146967887878,-0.2966776490211487,0.10000000149011612
43,l,0.6376128792762756,0.008620165288448334,0.10000000149011612
44,r,0.790569543838501,-0.1422155350446701,0.10000000149011612
44,l,0.5685961842536926,0.06127787381410599,0.10000000149011612
45,r,0.7742466926574707,-0.1255727857351303,0.10999999940395355
45,l,0.6191776990890503,0.09772217273712158,0.10000000149011612
46,r,0.7715908288955688,-0.16400866210460663,0.10000000149011612
46,l,0.5909902453422546,0.1886012852191925,0.10000000149011612
47,r,0.6701399087905884,-0.29744434356689453,0.10000000149011612
47,l,0.40862613916397095,0.08674352616071701,0.10000000149011612
48,r,0.6487699151039124,-0.17820002138614655,0.10000000149011612
48,l,0.40896356105804443,0.17242413759231567,0.10000000149011612
49,r,0.6104944944381714,-0.19466161727905273,0.10999999940395355
49,l,0.4517970383167267,0.12449371069669724,0.10000000149011612
50,r,0.5924035906791687,-0.19247488677501678,0.10000000149011612
50,l,0.5529831647872925,0.14926192164421082,0.11499999463558197
51,r,0.703912079334259,-0.24249044060707092,0.10999999940395355
51,l,0.4649997353553772,0.08035314083099365,0.10000000149011612
52,r,0.5860841870307922,-0.08896438032388687,0.10999999940395355
52,l,0.5670337677001953,0.0731487050652504,0.10000000149011612
53,r,0.6175448894500732,-0.2599416971206665,0.10000000149011612
53,l,0.5715029835700989,0.13344736397266388,0.10000000149011612
54,r,0.8091676235198975,-0.14290474355220795,0.10000000149011612
54,l,0.5468129515647888,0.07570401579141617,0.10000000149011612
55,r,0.665433406829834,-0.13811694085597992,0.10000000149011612
55,l,0.4278573989868164,-0.0139593705534935,0.10000000149011612
56,r,0.7853105068206787,-0.15112212300300598,0.10000000149011612
56,l,0.42348018288612366,0.09298780560493469,0.10000000149011612
57,r,0.6215684413909912,-0.21587561070919037,0.10000000149011612
57,l,0.5478039979934692,0.1274224817752838,0.10000000149011612
58,r,0.6699070334434509,-0.16979362070560455,0.10000000149011612
58,l,0.6055575609207153,0.13308647274971008,0.10000000149011612
59,r,0.5969364643096924,-0.16581937670707703,0.10000000149011612
59,l,0.5405861139297485,0.2006552517414093,0.10000000149011612
60,r,0.6731607913970947,-0.16561083495616913,0.10000000149011612
60,l,0.5309479832649231,0.20095154643058777,0.10000000149011612
61,r,0.8106857538223267,-0.10271584987640381,0.10000000149011612
61,l,0.41664668917655945,-0.0008132830262184143,0.10000000149011612
62,r,0.6026663184165955,-0.15607836842536926,0.10000000149011612
62,l,0.47655412554740906,0.17777007818222046,0.10000000149011612
63,r,0.7754724025726318,-0.25235486030578613,0.10000000149011612
63,l,0.5672168731689453,0.1259462833404541,0.11499999463558197
64,r,0.7564170360565186,-0.1271645724773407,0.10000000149011612
64,l,0.44258546829223633,0.15514753758907318,0.11499999463558197
65,r,0.8177212476730347,-0.22097176313400269,0.10000000149011612
65,l,0.5863391160964966,0.05679284781217575,0.11499999463558197
66,r,0.7860190272331238,-0.21704143285751343,0.10999999940395355
66,l,0.5810902714729309,-0.0002502724528312683,0.11499999463558197
67,r,0.7012605667114258,-0.12165021151304245,0.10000000149011612
67,l,0.6149255633354187,0.06840839982032776,0.10000000149011612
68,r,0.79729163646698,-0.29809120297431946,0.10000000149011612
68,l,0.628014862537384,0.20314571261405945,0.10000000149011612
69,r,0.7316409349441528,-0.21237307786941528,0.10000000149011612
69,l,0.47887948155403137,0.13640442490577698,0.11499999463558197
70,r,0.769978940486908,-0.13049164414405823,0.10000000149011612
70,l,0.518660843372345,-0.011185899376869202,0.10000000149011612
71,r,0.6859673261642456,-0.10695099830627441,0.10000000149011612
71,l,0.42809605598449707,0.009318001568317413,0.11499999463558197
72,r,0.72837233543396,-0.2957305610179901,0.10000000149011612
72,l,0.5682325959205627,-0.007536880671977997,0.11499999463558197
73,r,0.7494981288909912,-0.3004763126373291,0.10000000149011612
73,l,0.6367934942245483,0.06482499092817307,0.10000000149011612
74,r,0.7750718593597412,-0.0926603451371193,0.10999999940395355
74,l,0.5808107256889343,0.0653022974729538,0.10000000149011612
75,r,0.7665152549743652,-0.18598298728466034,0.10000000149011612
75,l,0.617525041103363,0.0016873925924301147,0.10000000149011612
76,r,0.5827248692512512,-0.207521453499794,0.10000000149011612
76,l,0.4285162687301636,0.003206297755241394,0.10000000149011612
77,r,0.7590507864952087,-0.17999149858951569,0.10999999940395355
77,l,0.4899689257144928,0.04357089847326279,0.11499999463558197
78,r,0.6336629986763,-0.08882659673690796,0.10000000149011612
78,l,0.6327708959579468,-0.014641620218753815,0.11499999463558197
79,r,0.7066482305526733,-0.08168844878673553,0.10000000149011612
79,l,0.532925009727478,0.20763260126113892,0.10000000149011612
80,r,0.7310556769371033,-0.15302032232284546,0.10000000149011612
80,l,0.5506139397621155,0.11523543298244476,0.11499999463558197
81,r,0.590907096862793,-0.2525688409805298,0.10999999940395355
81,l,0.6136633157730103,0.0843576192855835,0.10000000149011612
82,r,0.6465714573860168,-0.2748509347438812,0.10000000149011612
82,l,0.48480451107025146,0.11507746577262878,0.10000000149011612
83,r,0.8138547539710999,-0.08330942690372467,0.10000000149011612
83,l,0.5286630988121033,0.049286626279354095,0.11499999463558197
84,r,0.7443354725837708,-0.2809719443321228,0.10999999940395355
84,l,0.5974088907241821,0.20295196771621704,0.10917268693447113
85,r,0.7272196412086487,-0.2196216732263565,0.10999999940395355
85,l,0.6078553199768066,-0.014147520065307617,0.10000000149011612
86,r,0.6703512072563171,-0.1254672110080719,0.10999999940395355
86,l,0.436100035905838,0.11759136617183685,0.10000000149011612
87,r,0.812779426574707,-0.11789146065711975,0.10999999940395355
87,l,0.5124863386154175,0.07455667853355408,0.10000000149011612
88,r,0.5935301184654236,-0.11246663331985474,0.10999999940395355
88,l,0.6399322152137756,0.21419283747673035,0.10000000149011612
89,r,0.7645569443702698,-0.09325622767210007,0.10999999940395355
89,l,0.45936352014541626,0.08313059061765671,0.10000000149011612
90,r,0.8089722394943237,-0.17451809346675873,0.10000000149011612
90,l,0.5612081289291382,0.12335077673196793,0.10000000149011612
91,r,0.6072537899017334,-0.1588224321603775,0.10000000149011612
91,l,0.5853564143180847,0.0998392403125763,0.11499999463558197
92,r,0.7124576568603516,-0.1853748857975006,0.10999999940395355
92,l,0.496835857629776,0.007163651287555695,0.10000000149011612
93,r,0.7612329125404358,-0.17112571001052856,0.10000000149011612
93,l,0.451111376285553,0.007729150354862213,0.10000000149011612
94,r,0.6641409993171692,-0.17841975390911102,0.10000000149011612
94,l,0.5049939751625061,0.19199809432029724,0.10000000149011612
95,r,0.703357458114624,-0.13192328810691833,0.10000000149011612
95,l,0.5493007898330688,0.18196728825569153,0.11499999463558197
96,r,0.6152976155281067,-0.09761897474527359,0.10000000149011612
96,l,0.46197864413261414,0.08519258350133896,0.11499999463558197
97,r,0.6982283592224121,-0.24109961092472076,0.10000000149011612
97,l,0.45763492584228516,-0.006792806088924408,0.10000000149011612
98,r,0.6107310056686401,-0.28354334831237793,0.10000000149011612
98,l,0.5538099408149719,0.018651217222213745,0.10000000149011612
99,r,0.7952291965484619,-0.2062492072582245,0.10000000149011612
99,l,0.44135674834251404,0.02114935964345932,0.10000000149011612
100,r,0.62054443359375,-0.25313833355903625,0.10000000149011612
100,l,0.4212885797023773,0.00395260751247406,0.10000000149011612
101,r,0.629520058631897,-0.23257523775100708,0.10000000149011612
101,l,0.5656947493553162,-0.015565089881420135,0.11499999463558197
102,r,0.7306960821151733,-0.30037784576416016,0.10999999940395355
102,l,0.621009349822998,-0.01034129410982132,0.10000000149011612
103,r,0.7734882831573486,-0.14041768014431,0.10000000149011612
103,l,0.45024383068084717,0.06391330063343048,0.10000000149011612
104,r,0.7283811569213867,-0.23146072030067444,0.10000000149011612
104,l,0.5793930292129517,-0.016196034848690033,0.10000000149011612
105,r,0.7512038946151733,-0.10515036433935165,0.10000000149011612
105,l,0.5277072191238403,0.0007212832570075989,0.10000000149011612
106,r,0.7078281044960022,-0.26180708408355713,0.10000000149011612
106,l,0.49054819345474243,-0.020182915031909943,0.10000000149011612
107,r,0.6307474970817566,-0.24140062928199768,0.10000000149011612
107,l,0.6137264966964722,0.11746218800544739,0.10000000149011612
108,r,0.7694010734558105,-0.20037387311458588,0.10000000149011612
108,l,0.5289055705070496,0.11584186553955078,0.11390547454357147
109,r,0.6835982799530029,-0.2893807291984558,0.10000000149011612
109,l,0.4871397316455841,0.1300201416015625,0.10000000149011612
110,r,0.6654632091522217,-0.08323634415864944,0.10000000149011612
110,l,0.45693439245224,-0.00057220458984375,0.10000000149011612
111,r,0.639029860496521,-0.2814364731311798,0.10000000149011612
111,l,0.4684228301048279,0.016609661281108856,0.11499999463558197
112,r,0.5992560982704163,-0.19411726295948029,0.10000000149011612
112,l,0.635770857334137,0.0018893331289291382,0.10000000149011612
113,r,0.8126729130744934,-0.1122782900929451,0.10999999940395355
113,l,0.4618966579437256,0.016013018786907196,0.10000000149011612
114,r,0.8030502200126648,-0.1863769143819809,0.10000000149011612
114,l,0.46719497442245483,0.15967831015586853,0.10000000149011612
115,r,0.6576830148696899,-0.2178952544927597,0.10000000149011612
115,l,0.45817831158638,0.002560839056968689,0.10000000149011612
116,r,0.6492713093757629,-0.18050283193588257,0.10000000149011612
116,l,0.5154736042022705,0.1028214618563652,0.10000000149011612
117,r,0.6607850193977356,-0.28774046897888184,0.10000000149011612
117,l,0.6375904083251953,0.05236492305994034,0.11499999463558197
118,r,0.6411137580871582,-0.15643934905529022,0.10999999940395355
118,l,0.5429532527923584,0.08817828446626663,0.10000000149011612
119,r,0.6637283563613892,-0.09691300988197327,0.10999999940395355
119,l,0.6316064596176147,0.004831328988075256,0.11040819436311722
120,r,0.8052017092704773,-0.2765040695667267,0.10000000149011612
120,l,0.5778689384460449,0.11287354677915573,0.11499999463558197
121,r,0.6135453581809998,-0.1291358470916748,0.10000000149011612
121,l,0.43927741050720215,0.014423787593841553,0.11499999463558197
122,r,0.7396473288536072,-0.1944642961025238,0.10000000149011612
122,l,0.6105281114578247,0.06918682157993317,0.11499999463558197
123,r,0.6853923797607422,-0.2295333445072174,0.10000000149011612
123,l,0.47233065962791443,0.15442624688148499,0.10000000149011612
124,r,0.635731041431427,-0.10410210490226746,0.10000000149011612
124,l,0.5304526686668396,0.19255331158638,0.10000000149011612
125,r,0.6080555319786072,-0.09444029629230499,0.10000000149011612
125,l,0.48037731647491455,0.008425295352935791,0.11499999463558197
126,r,0.7288174629211426,-0.19196933507919312,0.10999999940395355
126,l,0.5892633199691772,0.01140197366476059,0.10000000149011612
127,r,0.6396373510360718,-0.14145289361476898,0.10000000149011612
127,l,0.5367735028266907,0.15799008309841156,0.11499999463558197
128,r,0.6620995998382568,-0.12289825081825256,0.10000000149011612
128,l,0.6031485199928284,0.005597278475761414,0.10000000149011612
129,r,0.7713508605957031,-0.2840198278427124,0.10000000149011612
129,l,0.5733405947685242,0.1478087604045868,0.10000000149011612
130,r,0.7465476393699646,-0.18974614143371582,0.10000000149011612
130,l,0.4829670190811157,0.018583454191684723,0.11499999463558197
131,r,0.7200140357017517,-0.22379566729068756,0.10000000149011612
131,l,0.627348005771637,0.011804334819316864,0.10000000149011612
132,r,0.7014132738113403,-0.1732509881258011,0.10000000149011612
132,l,0.609309732913971,0.19870838522911072,0.10000000149011612
133,r,0.7471961975097656,-0.09860014915466309,0.10000000149011612
133,l,0.4366093575954437,0.11330920457839966,0.10000000149011612
134,r,0.681791365146637,-0.1432533860206604,0.10999999940395355
134,l,0.6221364140510559,0.08320144563913345,0.10000000149011612
135,r,0.8163619041442871,-0.1186644658446312,0.10000000149011612
135,l,0.6210020184516907,0.1837751269340515,0.10000000149011612
136,r,0.7219060659408569,-0.22423934936523438,0.10000000149011612
136,l,0.48044732213020325,0.16768482327461243,0.10000000149011612
137,r,0.6600397825241089,-0.22443951666355133,0.10000000149011612
137,l,0.6207653284072876,0.058123037219047546,0.10000000149011612
138,r,0.7570002675056458,-0.2114676982164383,0.10000000149011612
138,l,0.5085854530334473,0.008805684745311737,0.10000000149011612
139,r,0.6996082663536072,-0.21945789456367493,0.10999999940395355
139,l,0.4869745075702667,0.11434119939804077,0.10000000149011612
140,r,0.5831426382064819,-0.16075102984905243,0.10000000149011612
140,l,0.6306568384170532,0.010679051280021667,0.10000000149011612
141,r,0.6004838943481445,-0.08075018227100372,0.10000000149011612
141,l,0.5428923964500427,-0.008901648223400116,0.11499051749706268
142,r,0.6303773522377014,-0.10446697473526001,0.10000000149011612
142,l,0.44576501846313477,-0.016228079795837402,0.10000000149011612
143,r,0.7155618667602539,-0.3042299151420593,0.10999999940395355
143,l,0.5087893009185791,0.10085366666316986,0.10000000149011612
144,r,0.6761831045150757,-0.18568632006645203,0.10000000149011612
144,l,0.44366273283958435,0.1818285584449768,0.11499999463558197
145,r,0.6695942282676697,-0.25502127408981323,0.10000000149011612
145,l,0.49809616804122925,-0.018907278776168823,0.10000000149011612
146,r,0.7518333196640015,-0.16185826063156128,0.10000000149011612
146,l,0.45327329635620117,0.03045795112848282,0.10000000149011612
147,r,0.5847305059432983,-0.2950139343738556,0.10999999940395355
147,l,0.4428507089614868,0.13165906071662903,0.10000000149011612
148,r,0.603865921497345,-0.26163867115974426,0.10334406793117523
148,l,0.605367124080658,0.17425276339054108,0.10000000149011612
149,r,0.7403404116630554,-0.2708037793636322,0.10000000149011612
149,l,0.6151205897331238,-0.021879538893699646,0.10000000149011612
150,r,0.6298927068710327,-0.3136322796344757,0.10000000149011612
150,l,0.539929986000061,0.07614189386367798,0.11499999463558197
151,r,0.776186466217041,-0.23796384036540985,0.10000000149011612
151,l,0.491126149892807,0.11667078733444214,0.10000000149011612
152,r,0.7297957539558411,-0.2217411994934082,0.10000000149011612
152,l,0.5046703219413757,0.04567177966237068,0.11499999463558197
153,r,0.7632653713226318,-0.2863728404045105,0.10999999940395355
153,l,0.5169834494590759,0.18969252705574036,0.11499999463558197
154,r,0.6820512413978577,-0.3146073818206787,0.10000000149011612
154,l,0.5299921631813049,0.1270347684621811,0.10000000149011612
155,r,0.6134454607963562,-0.11961674690246582,0.10999999940395355
155,l,0.5261656045913696,0.016203030943870544,0.10000000149011612
156,r,0.5844137668609619,-0.10056828707456589,0.10000000149011612
156,l,0.5383639335632324,0.04077325016260147,0.10000000149011612
157,r,0.7363408803939819,-0.1208619698882103,0.10000000149011612
157,l,0.4026389718055725,0.007852546870708466,0.11499999463558197
158,r,0.7897335886955261,-0.17662085592746735,0.10000000149011612
158,l,0.5596087574958801,0.017089106142520905,0.11499999463558197
159,r,0.6805049180984497,-0.22804675996303558,0.10000000149011612
159,l,0.4112718105316162,0.01490800827741623,0.11212806403636932
160,r,0.5998716354370117,-0.17524349689483643,0.10000000149011612
160,l,0.4934309124946594,0.04428649693727493,0.10000000149011612
161,r,0.7525709867477417,-0.24869078397750854,0.10000000149011612
161,l,0.5142520666122437,0.13428108394145966,0.11499999463558197
162,r,0.7558172941207886,-0.26841431856155396,0.10000000149011612
162,l,0.46294334530830383,0.11781869828701019,0.10000000149011612
163,r,0.6991279125213623,-0.17675772309303284,0.10000000149011612
163,l,0.5850189328193665,0.0005835816264152527,0.10000000149011612
164,r,0.7547652721405029,-0.20108208060264587,0.10000000149011612
164,l,0.5043585300445557,0.03413648530840874,0.11499999463558197
165,r,0.7718598246574402,-0.1532728523015976,0.10000000149011612
165,l,0.5416553616523743,0.06163373589515686,0.10000000149011612
166,r,0.8001552224159241,-0.28716352581977844,0.10999999940395355
166,l,0.5070413947105408,0.019431903958320618,0.10000000149011612
167,r,0.7895069718360901,-0.1442660391330719,0.10999999940395355
167,l,0.5581079721450806,0.14114637672901154,0.11499999463558197
168,r,0.6399202942848206,-0.20253801345825195,0.10000000149011612
168,l,0.6370403170585632,0.20157423615455627,0.10000000149011612
169,r,0.7493380308151245,-0.09794040769338608,0.10000000149011612
169,l,0.5363068580627441,0.1947171986103058,0.10000000149011612
170,r,0.7473808526992798,-0.24863624572753906,0.10999999940395355
170,l,0.6330539584159851,0.20162394642829895,0.10000000149011612
171,r,0.7868902087211609,-0.11730814725160599,0.10000000149011612
171,l,0.5989397168159485,-0.016118168830871582,0.10000000149011612
172,r,0.6352021098136902,-0.29106396436691284,0.10000000149011612
172,l,0.5671092867851257,0.056569989770650864,0.10894402861595154
173,r,0.5956854820251465,-0.24433031678199768,0.10000000149011612
173,l,0.5897735357284546,0.0515005998313427,0.10000000149011612
174,r,0.7926346659660339,-0.17219284176826477,0.10000000149011612
174,l,0.4058561623096466,0.18382373452186584,0.10000000149011612
175,r,0.7899283766746521,-0.19305509328842163,0.10999999940395355
175,l,0.5917079448699951,0.2145041823387146,0.10000000149011612
176,r,0.7641251683235168,-0.22353658080101013,0.10000000149011612
176,l,0.5506013035774231,0.18468250334262848,0.11499999463558197
177,r,0.7643855810165405,-0.2197359800338745,0.10000000149011612
177,l,0.5770197510719299,0.03230651468038559,0.10000000149011612
178,r,0.6651092767715454,-0.25106263160705566,0.10000000149011612
178,l,0.456065833568573,-0.014897637069225311,0.10000000149011612
179,r,0.8170533776283264,-0.21733444929122925,0.10000000149011612
179,l,0.5631153583526611,0.02738092839717865,0.11499999463558197
180,r,0.7687227725982666,-0.2985413670539856,0.10000000149011612
180,l,0.6109883785247803,0.20173567533493042,0.10000000149011612
181,r,0.727218747138977,-0.2799118459224701,0.10999999940395355
181,l,0.45560118556022644,0.20125561952590942,0.10000000149011612
182,r,0.7258568406105042,-0.19695475697517395,0.10000000149011612
182,l,0.44236671924591064,0.027916692197322845,0.10000000149011612
183,r,0.7671002745628357,-0.23596994578838348,0.10000000149011612
183,l,0.6325846314430237,0.1871086061000824,0.11499999463558197
184,r,0.818777859210968,-0.2782651484012604,0.10000000149011612
184,l,0.5819771885871887,0.14204494655132294,0.10000000149011612
185,r,0.7757999300956726,-0.26613426208496094,0.10000000149011612
185,l,0.528873860836029,0.11730558425188065,0.10000000149011612
186,r,0.601956844329834,-0.109409399330616,0.10000000149011612
186,l,0.4310835599899292,0.1882995367050171,0.11499999463558197
187,r,0.7869105935096741,-0.12571614980697632,0.10000000149011612
187,l,0.5322057604789734,-0.004123181104660034,0.10000000149011612
188,r,0.6694452166557312,-0.25765910744667053,0.10362082719802856
188,l,0.5190101861953735,-0.005548909306526184,0.10000000149011612
189,r,0.7439820766448975,-0.30172860622406006,0.10999999940395355
189,l,0.5188351273536682,0.09034077823162079,0.10000000149011612
190,r,0.7779234051704407,-0.2365257889032364,0.10000000149011612
190,l,0.5357756614685059,0.03908678516745567,0.11499999463558197
191,r,0.771382212638855,-0.1619715690612793,0.10999999940395355
191,l,0.6081506013870239,0.14500711858272552,0.11499999463558197
192,r,0.7473931312561035,-0.15676622092723846,0.10000000149011612
192,l,0.5806519985198975,0.013065226376056671,0.11499999463558197
193,r,0.7892424464225769,-0.31298065185546875,0.10999999940395355
193,l,0.4309287667274475,0.05542852357029915,0.11344198137521744
194,r,0.6185823678970337,-0.12368791550397873,0.10999999940395355
194,l,0.5217922329902649,-0.02346739172935486,0.10000000149011612
195,r,0.7280624508857727,-0.08451531827449799,0.10000000149011612
195,l,0.46235284209251404,0.12716136872768402,0.10000000149011612
196,r,0.7671628594398499,-0.2943246364593506,0.10999999940395355
196,l,0.5299039483070374,0.20611807703971863,0.10000000149011612
197,r,0.7318292260169983,-0.09631326049566269,0.10000000149011612
197,l,0.6249347925186157,0.14009256660938263,0.10000000149011612
198,r,0.6522312164306641,-0.1500387042760849,0.10000000149011612
198,l,0.539720892906189,0.05801193416118622,0.10000000149011612
199,r,0.5909780859947205,-0.11083117127418518,0.10999999940395355
199,l,0.632530689239502,0.1549164354801178,0.10000000149011612
200,r,0.7619831562042236,-0.31409913301467896,0.10000000149011612
200,l,0.477666437625885,0.09227436780929565,0.11499999463558197
201,r,0.7439908981323242,-0.21298335492610931,0.10000000149011612
201,l,0.6393098831176758,0.07728350907564163,0.10000000149011612
202,r,0.6192697286605835,-0.12924571335315704,0.10000000149011612
202,l,0.45298469066619873,-0.005228549242019653,0.10000000149011612
203,r,0.7370826601982117,-0.2544177174568176,0.10999999940395355
203,l,0.4362538754940033,0.07876035571098328,0.11499999463558197
204,r,0.6807345151901245,-0.16675376892089844,0.10000000149011612
204,l,0.4658116400241852,0.21115463972091675,0.10000000149011612
205,r,0.794583797454834,-0.2648108899593353,0.10000000149011612
205,l,0.407472163438797,0.13140003383159637,0.10000000149011612
206,r,0.7874459624290466,-0.2064296305179596,0.10999999940395355
206,l,0.4445261061191559,0.18346956372261047,0.11499999463558197
207,r,0.7650212049484253,-0.11725202947854996,0.10999999940395355
207,l,0.5502928495407104,0.006498768925666809,0.10000000149011612
208,r,0.8010034561157227,-0.17200392484664917,0.10999999940395355
208,l,0.5155653357505798,0.003153964877128601,0.10000000149011612
209,r,0.7445356845855713,-0.21672658622264862,0.10000000149011612
209,l,0.5179826617240906,-0.00958985835313797,0.10000000149011612
210,r,0.6445584297180176,-0.1285858154296875,0.10000000149011612
210,l,0.5092527866363525,-0.022211074829101562,0.10000000149011612
211,r,0.6741984486579895,-0.20481468737125397,0.10000000149011612
211,l,0.4699990153312683,0.14179565012454987,0.11499999463558197
212,r,0.7671642303466797,-0.31049150228500366,0.10000000149011612
212,l,0.4251832365989685,0.033090803772211075,0.11499999463558197
213,r,0.6141989231109619,-0.20026685297489166,0.10000000149011612
213,l,0.5685915946960449,0.10931568592786789,0.10000000149011612
214,r,0.6583507061004639,-0.1957492083311081,0.10000000149011612
214,l,0.4841504395008087,-0.01703125238418579,0.10000000149011612
215,r,0.6752615571022034,-0.2881482243537903,0.10000000149011612
215,l,0.5654715895652771,0.16714081168174744,0.10000000149011612
216,r,0.6201958060264587,-0.2949037253856659,0.10000000149011612
216,l,0.5695541501045227,-0.017419323325157166,0.11499999463558197
217,r,0.5924730896949768,-0.1900888830423355,0.10017452389001846
217,l,0.6090325713157654,0.14638087153434753,0.11499999463558197
218,r,0.6614680290222168,-0.1244419738650322,0.10000000149011612
218,l,0.6147559881210327,0.10642217099666595,0.11499999463558197
219,r,0.6885563731193542,-0.16554135084152222,0.10000000149011612
219,l,0.5755814909934998,-0.005408808588981628,0.10000000149011612
220,r,0.6393047571182251,-0.2817092835903168,0.10999999940395355
220,l,0.4526113271713257,0.2092076539993286,0.10000000149011612
221,r,0.6237083077430725,-0.1304723620414734,0.10000000149011612
221,l,0.5195669531822205,0.1082872524857521,0.10760842263698578
